x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86
0.044,0.04,0.04,0.033619,0.03181,0.030143,0.028333,0.02519,0.023714,0.022952,0.021476,0.018714,0.017286,0.015714,0.014095,0.012143,0.0092857,0.0079524,0.0061905,0.0048095,0.0044286,0.003381,0.0022381,0.001619,0.0012381,0.0011905,0.00047619,0.00033333,4.7619e-5,0.00014286,9.5238e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.062,0.058,0.058,0.04981,0.048905,0.044857,0.042762,0.038238,0.036429,0.035571,0.033524,0.030238,0.029143,0.027429,0.025762,0.024238,0.021857,0.021286,0.019619,0.018429,0.017952,0.017048,0.015762,0.014952,0.014333,0.013952,0.011857,0.011429,0.01,0.0098571,0.0095714,0.0082857,0.0077619,0.0075238,0.007,0.0061429,0.0054286,0.0049048,0.0046667,0.0038095,0.0034762,0.0031905,0.0027619,0.0022857,0.0019524,0.0015238,0.0011429,0.00095238,0.00080952,0.00066667,0.00057143,0.00038095,0.0002381,0.00014286,9.5238e-5,9.5238e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.102,0.096,0.098,0.077857,0.074381,0.067095,0.060905,0.049667,0.044524,0.041524,0.035857,0.028619,0.025524,0.022429,0.018857,0.015667,0.011952,0.010238,0.0081905,0.0068571,0.0064762,0.0054762,0.0048095,0.0042857,0.004,0.0037619,0.0021429,0.0020476,0.0014286,0.001381,0.0011429,0.0007619,0.00052381,0.00057143,0.00052381,0.00028571,0.0002381,4.7619e-5,4.7619e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.094,0.089,0.088,0.075571,0.074857,0.068571,0.064381,0.054714,0.051381,0.049286,0.044524,0.038048,0.03581,0.033,0.030714,0.027762,0.024762,0.023381,0.021286,0.019381,0.018762,0.017619,0.01619,0.015429,0.014905,0.014286,0.012714,0.011952,0.010857,0.010381,0.0099524,0.0090476,0.0082381,0.0078571,0.0073333,0.006381,0.0059524,0.0052381,0.0048571,0.0040952,0.0038095,0.0032381,0.0027619,0.0022857,0.0019524,0.0015714,0.0010476,0.00080952,0.00071429,0.00057143,0.00047619,0.00033333,9.5238e-5,4.7619e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.157,0.152,0.151,0.14057,0.13824,0.13133,0.12524,0.11452,0.11043,0.10824,0.10271,0.093857,0.090762,0.086286,0.081143,0.074524,0.067429,0.065429,0.060524,0.056095,0.053952,0.050476,0.046857,0.044143,0.042238,0.040952,0.034905,0.033381,0.029429,0.028524,0.027857,0.02281,0.020619,0.019714,0.018333,0.01581,0.013714,0.01119,0.010619,0.0084286,0.0079048,0.0066667,0.0058571,0.0050476,0.0040476,0.003381,0.0025238,0.0022381,0.0015238,0.0013333,0.0010952,0.00085714,0.00061905,0.00042857,0.00033333,0.00028571,0.00014286,9.5238e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.201,0.195,0.193,0.1801,0.17886,0.17229,0.16467,0.1509,0.14405,0.13914,0.128,0.11152,0.1069,0.09781,0.090238,0.079857,0.07019,0.065905,0.057619,0.051238,0.049333,0.044381,0.040524,0.038095,0.036,0.034571,0.028095,0.026762,0.02281,0.022286,0.021571,0.018762,0.017619,0.016952,0.015905,0.014143,0.012333,0.010857,0.01019,0.0085238,0.0079524,0.0068095,0.0060476,0.005381,0.0045714,0.0038095,0.0029524,0.0027619,0.002,0.0016667,0.0015714,0.0011905,0.00071429,0.00052381,0.00042857,0.00033333,0.0002381,0.00019048,9.5238e-5,4.7619e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4628,5.4671,5.4672,5.4666,5.4677,5.4642,5.4589,5.4551,5.453,5.4475,5.4363,5.429,5.42,5.4126,5.4004,5.3909,5.3817,5.3726,5.356,5.3448,5.3312,5.3132,5.2976,5.2866,5.2708,5.2513,5.231,5.2054,5.1836,5.164,5.145,5.1211,5.0995,5.0739,5.0405,5.0086,4.9705,4.9369,4.889,4.8218,4.774,4.7276,4.6598,4.5861,4.54,4.4682,4.4008,4.3157,4.2395,4.1719,4.0841,3.9962,3.891,3.8179,3.7182,3.6057,3.4773,3.3826,3.2834,3.1723,3.0831,2.9772,2.9156,2.8514,2.7194,2.6396,2.5685,2.4816,2.3413,2.2546,2.1085,1.9879,1.8715,1.7554,1.6347,1.5035,1.4114,1.2913,1.2343,1.1427,1.0505,0.98571,0.89754,0.84331,0.78449,0.74623
1.0903,1.0873,1.0779,1.0646,1.0521,1.0359,1.0181,1.0,0.98022,0.96897,0.95935,0.95202,0.94637,0.93988,0.93198,0.9243,0.91634,0.90586,0.88582,0.87141,0.85553,0.83439,0.81662,0.80814,0.79288,0.77767,0.76388,0.75012,0.73509,0.72525,0.7101,0.68144,0.67345,0.64316,0.62682,0.60711,0.59154,0.5821,0.56842,0.54718,0.51742,0.48577,0.46523,0.43582,0.41532,0.3888,0.36542,0.34939,0.33073,0.31523,0.29801,0.27941,0.26109,0.23834,0.2242,0.21099,0.1993,0.18877,0.1813,0.17131,0.15829,0.14885,0.13863,0.12631,0.11492,0.10388,0.099475,0.084295,0.070702,0.054725,0.040937,0.034238,0.029668,0.027576,0.024257,0.022572,0.018881,0.017379,0.016037,0.013501,0.01054,0.010052,0.0087651,0.0066838,0.006227,0.005169
1.7179,1.7109,1.7004,1.6916,1.6805,1.6567,1.623,1.5929,1.5642,1.5318,1.5066,1.491,1.48,1.4699,1.463,1.4475,1.4279,1.4123,1.3866,1.3564,1.3241,1.2886,1.2524,1.2203,1.18,1.1495,1.1128,1.08,1.0439,1.0171,0.98984,0.96226,0.94395,0.90882,0.87689,0.84348,0.82493,0.79348,0.76553,0.73475,0.70588,0.67846,0.65315,0.61556,0.59227,0.56873,0.54971,0.52096,0.50107,0.47749,0.46172,0.43841,0.41213,0.38525,0.36863,0.35103,0.32475,0.30636,0.28528,0.25506,0.23364,0.21657,0.2058,0.18705,0.16998,0.15802,0.14421,0.13144,0.12089,0.10869,0.095184,0.086194,0.078063,0.06991,0.060572,0.054514,0.046528,0.040298,0.035463,0.030521,0.029409,0.025056,0.02323,0.022193,0.018436,0.01505
1.33,1.265,1.253,1.1554,1.146,1.0934,1.059,0.99329,0.96819,0.95124,0.91129,0.85233,0.83262,0.79676,0.76929,0.72438,0.68224,0.66881,0.63257,0.60324,0.58595,0.56067,0.53348,0.515,0.49529,0.47714,0.42762,0.41571,0.37814,0.36905,0.35329,0.32429,0.30714,0.2959,0.27986,0.25352,0.23529,0.21638,0.20948,0.18557,0.17752,0.15695,0.14676,0.12919,0.11267,0.097238,0.084143,0.073476,0.060762,0.055048,0.050762,0.042,0.036,0.030095,0.026667,0.023667,0.020714,0.019143,0.015381,0.013524,0.01181,0.0098095,0.0082857,0.0071429,0.0064286,0.0051905,0.0040952,0.0035238,0.0029524,0.0025714,0.0020952,0.001619,0.0014286,0.0010952,0.0007619,0.00061905,0.00052381,0.00042857,0.00028571,0.0002381,0.00014286,0.00014286,9.5238e-5,4.7619e-5,0.0,0.0
0.4681,0.46115,0.4522,0.44315,0.43441,0.42732,0.41929,0.41344,0.40694,0.39863,0.3899,0.3836,0.37526,0.3635,0.35246,0.34496,0.3354,0.32487,0.31011,0.30081,0.2851,0.27276,0.26304,0.25174,0.23781,0.22842,0.21615,0.20798,0.19951,0.19352,0.18251,0.17452,0.16869,0.15595,0.14684,0.1391,0.13375,0.12991,0.12361,0.11686,0.1085,0.10197,0.094932,0.086671,0.079215,0.075651,0.069973,0.064234,0.060423,0.055965,0.051561,0.047321,0.041911,0.035733,0.030461,0.025606,0.021153,0.019133,0.017736,0.016048,0.014234,0.012648,0.010479,0.0095933,0.0082969,0.0062769,0.0049939,0.0036051,0.0022257,0.0013533,0.0004043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012,0.011,0.011,0.0071429,0.0068095,0.0051905,0.0035238,0.001381,0.00066667,0.00033333,0.00014286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014,0.013,0.013,0.0099524,0.0094286,0.0077143,0.006619,0.0041905,0.0033333,0.0030952,0.0020476,0.0010952,0.00085714,0.00066667,0.00042857,0.00028571,0.00019048,4.7619e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006,0.005,0.005,0.0030952,0.002381,0.0018571,0.0011905,0.00052381,0.0002381,0.0002381,9.5238e-5,4.7619e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.018,0.016,0.0085238,0.0062381,0.0044762,0.0023333,0.0010476,9.5238e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
